App,Category,Genre,Rating,Reviews,Installs,Size_KB,Type,Price,Content Rating,Last Updated,Current Ver,Android_Min_Version,App_apple,Rating_apple,Reviews_apple,Price_apple,Developer_apple,Match_Score,Source
"Programming Hub, Learn to code",EDUCATION,Education,4.3,55704,1000000.0,15360.0,Free,0.0,Everyone,2018-08-04,4.2.8,4.1,Programming Hub: Learn Coding,4.76375,9638.0,0.0,Rightsol Private Limited,87.71929824561403,both
Learn SQL,EDUCATION,Education,4.7,19277,1000000.0,5427.2,Free,0.0,Everyone,2017-12-25,3.4.2,4.0,DataCamp: Learn Python/SQL/AI,4.82578,4328.0,0.0,Datacamp,100.0,both
Ready4 SAT (Prep4 SAT),EDUCATION,Education,4.6,13612,100000.0,49152.0,Free,0.0,Everyone,2018-05-10,7.2.3633,4.4,Preptly: Digital SAT® Prep,4.31878,229.0,0.0,Strategic Test Prep LLC,60.0,both
Socratic - Math Answers & Homework Help,EDUCATION,Education,4.6,37862,1000000.0,5529.6,Free,0.0,Everyone,2018-06-07,1.8.1,4.1,Socratic AI - Homework Helper,4.73416,2983.0,0.0,"Chengdu BiFang AI Tech Co., Ltd.",77.41935483870968,both
Ready4 GMAT (Prep4 GMAT),EDUCATION,Education,4.6,18372,100000.0,48128.0,Free,0.0,Everyone,2018-05-21,7.2.3634,4.4,,,,,,55.0,google-only
Pocket GMAT Math,EDUCATION,Education,4.3,656,10000.0,556.0,Free,0.0,Everyone,2014-07-11,1.1,2.2,GMAT Math Flashcards,4.82028,1558.0,0.0,Magoosh,72.0,both
GMAT Question Bank,EDUCATION,Education,4.2,240,10000.0,29696.0,Free,0.0,Everyone,2015-04-29,1.2.0,2.3,,,,,,46.15384615384615,google-only
GRE Tutor,EDUCATION,Education,4.0,275,50000.0,2355.2,Free,0.0,Everyone,2013-12-02,2.9,2.1,Wyzant - Find a tutor,4.87643,30484.0,0.0,"Wyzant, Inc.",71.42857142857143,both
GRE Flashcards,EDUCATION,Education,4.5,13791,500000.0,,Free,0.0,Everyone,2018-06-06,Varies with device,,GRE Vocabulary Flashcards,4.8384,11318.0,0.0,Magoosh,100.0,both
"play2prep: ACT, SAT prep",EDUCATION,Education,4.2,3692,100000.0,4505.6,Free,0.0,Everyone,2015-07-23,4.1.3,2.3,PerfectPrep - ACT & SAT Prep,4.62357,882.0,0.0,Mosaic S.r.l.,78.26086956521739,both
SAT Test,EDUCATION,Education,4.1,2363,100000.0,6758.4,Free,0.0,Everyone,2016-11-17,2.48,4.0,SAT® Test Prep 2025,4.64588,1203.0,0.0,"Smartschool, Inc.",100.0,both
GMAT Math Flashcards,EDUCATION,Education,4.4,1769,100000.0,,Free,0.0,Everyone,2018-07-11,Varies with device,,GMAT Math Flashcards,4.82028,1558.0,0.0,Magoosh,100.0,both
Pocket SAT Math,EDUCATION,Education,4.0,430,10000.0,526.0,Free,0.0,Everyone,2014-07-11,1.2,2.1,Math.,4.7119,1378.0,0.0,YourTeacher.com,100.0,both
TOEFL Prep & Practice from Magoosh,EDUCATION,Education,4.5,756,100000.0,12288.0,Free,0.0,Everyone,2018-06-18,3.2.0,4.1,TOEFL Prep & Practice,4.74885,3058.0,0.0,Magoosh,100.0,both
GRE Prep & Practice by Magoosh,EDUCATION,Education,4.4,3963,100000.0,,Free,0.0,Everyone,2018-06-06,Varies with device,,GRE Prep & Practice by Magoosh,4.8281,10949.0,0.0,Magoosh,100.0,both
GRE® Flashcards by Kaplan,EDUCATION,Education,4.0,316,50000.0,29696.0,Free,0.0,Everyone,2017-02-15,1.4,4.0,GRE Vocabulary Flashcards,4.8384,11318.0,0.0,Magoosh,73.6842105263158,both
SAT Vocabulary,EDUCATION,Education,4.2,642,50000.0,,Free,0.0,Everyone,2018-06-05,Varies with device,,Vocabulary - Learn words daily,4.7994,166681.0,0.0,Monkey Taps,83.33333333333333,both
Magoosh GMAT Prep & Practice,EDUCATION,Education,4.3,1058,100000.0,,Free,0.0,Everyone,2018-06-18,Varies with device,,GMAT Prep & Practice - Magoosh,4.86163,2262.0,0.0,Magoosh,100.0,both
SAT Flashcards: Prep & Vocabulary,EDUCATION,Education,4.2,2277,100000.0,,Free,0.0,Everyone,2017-11-07,Varies with device,,GRE Vocabulary Flashcards,4.8384,11318.0,0.0,Magoosh,91.30434782608695,both
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,Education,4.5,172505,5000000.0,77824.0,Free,0.0,Everyone,2018-06-27,5.2.1,5.0,Rosetta Stone: Learn Languages,4.76462,230042.0,0.0,"Rosetta Stone, Ltd.",100.0,both
Google Classroom,EDUCATION,Education,4.2,69493,10000000.0,,Free,0.0,Everyone,2018-07-19,Varies with device,,Google,4.64802,3489468.0,0.0,Google,100.0,both
LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,Education,4.6,7973,1000000.0,18432.0,Free,0.0,Everyone,2018-07-27,0.29.74,4.4,LinkedIn Learning,4.80645,77887.0,0.0,LinkedIn Corporation,100.0,both
Learn English with Phrases,EDUCATION,Education,4.2,5695,1000000.0,,Free,0.0,Everyone,2017-09-28,Varies with device,,Open English: Learn English,4.66172,9430.0,0.0,"Open Education, LLC",83.87096774193549,both
Free english course,EDUCATION,Education,4.7,142632,5000000.0,7065.6,Free,0.0,Everyone,2018-07-12,2.8,4.1,Basic English - ESL Course,4.73705,5195.0,0.0,Nguyen Thi Hoai Thu,84.84848484848484,both
Learn 50 languages,EDUCATION,Education,4.4,55256,5000000.0,14336.0,Free,0.0,Everyone,2018-06-19,10.9.1,4.0,50 languages,4.78246,570.0,0.0,50LANGUAGES LLC,100.0,both
Babbel – Learn Spanish,EDUCATION,Education,4.4,54798,1000000.0,11264.0,Free,0.0,Everyone,2018-07-30,20.7.2,4.4,Learn Spanish for Beginners,4.72905,27725.0,0.0,Appcano LLC,78.78787878787878,both
Mango Languages: Lovable Language Courses,EDUCATION,Education,4.0,4815,500000.0,19456.0,Free,0.0,Everyone,2018-07-17,4.2.3,4.2,Mango Languages: Learning,4.83664,43930.0,0.0,"Creative Empire, LLC",76.92307692307692,both
Learn English with Aco,EDUCATION,Education,4.6,75112,1000000.0,6656.0,Free,0.0,Everyone,2017-11-11,2.09,4.1,ABA English - Learn English,4.68665,21672.0,0.0,ABA English,86.66666666666667,both
Learn to Speak English,EDUCATION,Education,4.4,33646,1000000.0,7168.0,Free,0.0,Everyone,2018-07-15,2.3.9,4.0,Learn to Speak English,4.31818,22.0,0.0,Steve Kim,100.0,both
"busuu: Learn Languages - Spanish, English & More",EDUCATION,Education,4.3,206527,10000000.0,21504.0,Free,0.0,Everyone 10+,2018-08-01,13.9.0.161,5.0,Rosetta Stone: Learn Languages,4.76462,230042.0,0.0,"Rosetta Stone, Ltd.",68.18181818181819,both
My Class Schedule: Timetable,EDUCATION,Education,4.1,9348,1000000.0,,Free,0.0,Everyone,2016-06-01,Varies with device,,Class Timetable - Schedule App,4.70629,2952.0,0.0,Class Timetable LLC,94.11764705882354,both
Study Checker,EDUCATION,Education,4.2,3816,500000.0,2662.4,Free,0.0,Everyone,2016-05-04,3.6.0.115_FN,2.3,,,,,,57.89473684210526,google-only
My Study Life - School Planner,EDUCATION,Education,4.3,47847,1000000.0,21504.0,Free,0.0,Everyone,2017-06-13,6.1.3,4.0,My Study Life - School Planner,4.5201,6070.0,0.0,"My Study Life, Ltd.",100.0,both
HomeWork,EDUCATION,Education,4.3,16195,1000000.0,5324.8,Free,0.0,Everyone,2016-09-20,8.5.2,4.0,Brainly: AI Homework Helper,4.71896,280894.0,0.0,Brainly sp. z o o,100.0,both
Next Gen Science Standards,EDUCATION,Education,4.3,206,50000.0,18432.0,Free,0.0,Everyone,2016-12-20,1.12.1,2.3,,,,,,52.83018867924528,google-only
myHomework Student Planner,EDUCATION,Education,4.0,28392,1000000.0,,Free,0.0,Everyone,2018-03-07,Varies with device,,myHomework Student Planner,4.53237,4309.0,0.0,Rodrigo Neri,100.0,both
Teacher's Gradebook - Additio,EDUCATION,Education,4.2,3241,100000.0,16384.0,Free,0.0,Everyone,2018-08-01,4.8.2,4.0,Canvas Teacher,4.63454,95948.0,0.0,Instructure Inc.,66.66666666666666,both
Common Core,EDUCATION,Education,4.0,835,100000.0,15360.0,Free,0.0,Everyone,2016-12-20,2.3.1,2.3,Common Core Prep,4.42856,14.0,0.0,Debbrata Das,100.0,both
Homework Planner,EDUCATION,Education,4.0,2525,100000.0,1228.8,Free,0.0,Everyone,2015-01-11,15.9.4,4.0,myHomework Student Planner,4.53237,4309.0,0.0,Rodrigo Neri,76.19047619047619,both
TeachersPayTeachers,EDUCATION,Education,3.8,828,100000.0,,Free,0.0,Everyone,2017-10-01,Varies with device,,,,,,,31.428571428571427,google-only
Edmodo,EDUCATION,Education,4.1,200058,10000000.0,18432.0,Free,0.0,Everyone,2018-07-20,9.12.5,4.0,,,,,,11.42857142857143,google-only
Socrative Teacher,EDUCATION,Education,3.9,1239,100000.0,1843.2,Free,0.0,Everyone,2016-07-29,4.4.1,3.2,Socrative Teacher,3.10714,28.0,0.0,Showbie Inc.,100.0,both
Training schedule - AllUniver,EDUCATION,Education,4.1,702,10000.0,7782.4,Free,0.0,Everyone,2017-10-16,5.0,4.4,Opus Training,4.91854,10729.0,0.0,"Opus Training, Inc.",76.19047619047619,both
Remind: School Communication,EDUCATION,Education,4.5,108613,10000000.0,,Free,0.0,Everyone,2018-08-03,Varies with device,,Remind: School Communication,4.79692,1696589.0,0.0,ParentSquare,100.0,both
ClassDojo,EDUCATION,Education,4.4,148550,10000000.0,60416.0,Free,0.0,Everyone,2018-08-03,4.21.1,4.1,ClassDojo,4.85478,3700031.0,0.0,"ClassDojo, Inc.",100.0,both
Lerni. Learn languages.,EDUCATION,Education,4.0,3847,500000.0,7065.6,Free,0.0,Everyone,2017-10-25,3.1.3,3.0,Rosetta Stone: Learn Languages,4.76462,230042.0,0.0,"Rosetta Stone, Ltd.",83.33333333333333,both
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,Education,4.4,84309,5000000.0,41984.0,Free,0.0,Everyone,2018-07-25,2.6.6,4.1,Mondly: Learn 41 Languages,4.74103,29119.0,0.0,ATi Studios,75.0,both
Innovative: Learn 34 Languages,EDUCATION,Education,4.5,14206,500000.0,21504.0,Free,0.0,Everyone,2018-07-26,1.16,3.0,Innovative Language Learning,4.70963,33599.0,0.0,Innovative Language Learning USA LLC,87.71929824561403,both
Chegg Study - Homework Help,EDUCATION,Education,4.3,14700,1000000.0,21504.0,Free,0.0,Everyone,2018-07-30,5.7.0,4.4,Chegg Study - Homework Help,4.69409,204870.0,0.0,"Chegg, Inc.",100.0,both
Canvas Student,EDUCATION,Education,4.5,42828,1000000.0,,Free,0.0,Everyone,2018-07-20,Varies with device,,Canvas Parent,4.35283,111642.0,0.0,Instructure Inc.,74.07407407407408,both
Timetable,EDUCATION,Education,4.2,40209,1000000.0,,Free,0.0,Everyone,2018-05-24,Varies with device,,Smart Timetable: Daily Planner,4.5983,3169.0,0.0,Denis Kravcov,100.0,both
EasyBib: Citation Generator,EDUCATION,Education,3.5,1405,100000.0,7475.2,Free,0.0,Everyone,2018-03-29,2.4.4,4.0,Scrib - APA Citation Generator,4.84145,82.0,0.0,tarik el ammouri baydi,85.18518518518519,both
SoloLearn: Learn to Code for Free,EDUCATION,Education,4.8,256079,1000000.0,7782.4,Free,0.0,Teen,2018-07-12,2.2.4,4.0,Sololearn: Learn to Code,4.8089,78671.0,0.0,Sololearn Inc,100.0,both
Kids Learn Languages by Mondly,EDUCATION,Education,4.4,2078,100000.0,,Free,0.0,Everyone,2017-12-24,1.0.2,4.1,Mondly: Learn 41 Languages,4.74103,29119.0,0.0,ATi Studios,93.61702127659575,both
Blinkist - Nonfiction Books,EDUCATION,Education,4.1,16103,1000000.0,13312.0,Free,0.0,Everyone,2018-07-31,5.7.1,4.1,,,,,,59.25925925925926,google-only
Sago Mini Hat Maker,EDUCATION,Education,4.9,11,1000.0,64512.0,Paid,3.99,Everyone,2017-07-24,1.0,4.0,,,,,,55.55555555555556,google-only
Fuzzy Numbers: Pre-K Number Foundation,EDUCATION,Education,4.7,21,1000.0,45056.0,Paid,5.99,Everyone,2017-07-21,1.3,4.1,Endless Numbers,4.40556,1366.0,0.0,Originator Inc.,63.63636363636363,both
Toca Life: City,EDUCATION,Education,4.7,31085,500000.0,24576.0,Paid,3.99,Everyone,2018-07-06,1.5-play,4.4,City Life: Mods For Toca,4.34876,7435.0,0.0,GRAVLOOM - FZCO,100.0,both
Toca Life: Hospital,EDUCATION,Education,4.7,3528,100000.0,24576.0,Paid,3.99,Everyone,2018-06-12,1.1.1-play,4.4,Tizi Hospital Games Life World,4.61963,12175.0,0.0,IDZ Digital Private Limited,83.87096774193549,both
Netflix,ENTERTAINMENT,Entertainment,4.4,5456208,100000000.0,,Free,0.0,Teen,2018-07-31,Varies with device,,Netflix,4.73287,4577696.0,0.0,"Netflix, Inc.",100.0,both
Complete Spanish Movies,ENTERTAINMENT,Entertainment,4.0,11656,1000000.0,4608.0,Free,0.0,Everyone,2018-01-20,1.02,4.0,10 Minute Spanish,4.48663,935.0,0.0,Clever Apps,60.0,both
Pluto TV - It’s Free TV,ENTERTAINMENT,Entertainment,4.2,28948,1000000.0,,Free,0.0,Teen,2018-08-04,Varies with device,,Pluto TV: Stream Movies/Shows,4.7787,1447958.0,0.0,Pluto.tv,61.53846153846154,both
Tubi TV - Free Movies & TV,ENTERTAINMENT,Entertainment,4.3,296771,10000000.0,11264.0,Free,0.0,Teen,2018-07-15,2.13.5,4.1,Tubi: Movies & Live TV,4.77398,875582.0,0.0,"Tubi, Inc",84.84848484848484,both
YouTube Kids,ENTERTAINMENT,Entertainment,4.5,470089,50000000.0,,Free,0.0,Everyone,2018-08-03,3.43.3,4.1,YouTube,4.68051,43810410.0,0.0,Google,100.0,both
Mobile TV,ENTERTAINMENT,Entertainment,3.5,10939,10000000.0,4710.4,Free,0.0,Everyone,2016-04-28,2.05.0010,5.0,Fios TV Mobile,4.49826,321806.0,0.0,Verizon Services Corporation,100.0,both
TV+,ENTERTAINMENT,Entertainment,4.2,98509,5000000.0,,Free,0.0,Everyone,2018-06-28,Varies with device,,Apple TV,4.78679,1629571.0,0.0,Apple,100.0,both
Digital TV,ENTERTAINMENT,Entertainment,3.1,5241,5000000.0,,Free,0.0,Everyone,2018-06-06,Varies with device,6.0,,,,,,27.77777777777778,google-only
Motorola Spotlight Player™,ENTERTAINMENT,Entertainment,4.6,22508,10000000.0,3379.2,Free,0.0,Everyone,2015-07-16,v1.8b22p13,4.2,,,,,,50.0,google-only
Vigo Lite,ENTERTAINMENT,Entertainment,4.2,10291,5000000.0,6656.0,Free,0.0,Teen,2018-08-04,3.7.3,4.0,ViGo TV,0.0,0.0,0.0,Smart Fun,75.0,both
Google Play Games,ENTERTAINMENT,Entertainment,4.3,7165362,1000000000.0,,Free,0.0,Teen,2018-07-16,Varies with device,,Google,4.64802,3489468.0,0.0,Google,100.0,both
Hotstar,ENTERTAINMENT,Entertainment,4.3,4885646,100000000.0,,Free,0.0,Teen,2018-08-03,Varies with device,,,,,,,41.17647058823529,google-only
"Peers.TV: broadcast TV channels First, Match TV, TNT ...",ENTERTAINMENT,Entertainment,4.1,141980,5000000.0,,Free,0.0,Teen,2018-07-30,Varies with device,,,,,,,22.058823529411764,google-only
The green alien dance,ENTERTAINMENT,Entertainment,3.8,6979,1000000.0,12288.0,Free,0.0,Everyone,2018-07-05,1.03,4.0,Green Alien Dance & Gun Game,4.14286,7.0,0.0,SORO SONS BILGI TEKNOLOJISI TICARET LIMITED SIRKETI,89.47368421052632,both
Spectrum TV,ENTERTAINMENT,Entertainment,3.4,46618,5000000.0,,Free,0.0,Teen,2018-07-19,Varies with device,,Spectrum TV,4.70387,529333.0,0.0,Charter Communications,100.0,both
H TV,ENTERTAINMENT,Entertainment,4.3,103078,5000000.0,5734.4,Free,0.0,Everyone,2018-07-05,4.6.2,2.3,,,,,,66.66666666666666,google-only
StarTimes - Live International Champions Cup,ENTERTAINMENT,Entertainment,4.4,17682,1000000.0,9932.8,Free,0.0,Everyone,2018-08-03,5.2,4.0,,,,,,24.615384615384617,google-only
Cinematic Cinematic,ENTERTAINMENT,Entertainment,4.4,37000,1000000.0,15360.0,Free,0.0,Mature 17+,2018-06-21,4.0.5,4.1,Anamorphic Cinematic Filters,4.76999,200.0,4.99,James Grote,100.0,both
MEGOGO - Cinema and TV,ENTERTAINMENT,Entertainment,4.0,175528,10000000.0,,Free,0.0,Everyone,2018-08-03,Varies with device,,Cinema Box - سينما بوكس,4.45315,34622.0,0.0,AL BOX HOLDING LIMITED,75.0,both
Talking Angela,ENTERTAINMENT,Entertainment,3.7,1828284,100000000.0,53248.0,Free,0.0,Everyone,2018-07-12,2.8.2,4.1,My Talking Angela,4.36247,354475.0,0.0,Outfit7 Limited,100.0,both
DStv Now,ENTERTAINMENT,Entertainment,3.9,34923,5000000.0,,Free,0.0,Teen,2018-07-27,Varies with device,,DStv Stream,4.6485,5249.0,0.0,Multichoice Support Services (Pty) Ltd,66.66666666666666,both
ivi - movies and TV shows in HD,ENTERTAINMENT,Entertainment,4.5,684116,10000000.0,,Free,0.0,Teen,2018-07-31,Varies with device,4.2,Pluto TV: Stream Movies/Shows,4.7787,1447958.0,0.0,Pluto.tv,69.76744186046511,both
Radio Javan,ENTERTAINMENT,Entertainment,4.4,46916,1000000.0,4608.0,Free,0.0,Everyone,2018-07-18,7.3,4.2,Radio Javan,4.7832,780238.0,0.0,RADIO JAVAN INC.,100.0,both
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,Entertainment,4.3,407698,10000000.0,,Free,0.0,Teen,2018-07-27,Varies with device,,"Viki: Asian Drama, Movies & TV",4.77048,455634.0,0.0,ViKi Inc.,98.11320754716981,both
Talking Ginger 2,ENTERTAINMENT,Entertainment,4.2,702975,50000000.0,50176.0,Free,0.0,Everyone,2018-07-05,2.6.6.11,4.1,Talking Ginger 2,4.28758,78447.0,0.0,Outfit7 Limited,100.0,both
Girly Lock Screen Wallpaper with Quotes,ENTERTAINMENT,Entertainment,4.2,32458,5000000.0,18432.0,Free,0.0,Everyone,2018-06-19,2.2,4.1,Lockd Lock Screen Wallpapers,4.66324,3985.0,0.0,iDec Apps S.L.,71.64179104477611,both
No.Draw - Colors by Number 2018,ENTERTAINMENT,Entertainment,4.5,235496,10000000.0,13312.0,Free,0.0,Everyone,2018-07-29,1.2.0,4.1,Colors by Number® – No.Draw®,4.68182,64765.0,0.0,EYEWIND LIMITED,100.0,both
🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,ENTERTAINMENT,Entertainment,4.7,11661,1000000.0,4096.0,Free,0.0,Everyone,2018-07-14,1.1.3.2,4.0,HD Wallpapers and Backgrounds.,4.49796,13822.0,0.0,Europosit,92.5925925925926,both
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,Entertainment,4.5,653008,10000000.0,16384.0,Free,0.0,Everyone,2018-06-20,9.1.4,4.4,Rotten Tomatoes - Movies & TV,4.42062,4579.0,0.0,Fandango,93.61702127659575,both
Low Poly – Puzzle art game,ENTERTAINMENT,Entertainment,4.5,23063,1000000.0,17408.0,Free,0.0,Everyone,2018-08-03,1.0.9,4.1,POLY ART: Coloring Puzzle Game,4.50518,24130.0,0.0,Ascella Apps,90.9090909090909,both
BBC Media Player,ENTERTAINMENT,Entertainment,3.4,87384,10000000.0,,Free,0.0,Everyone,2016-09-14,Varies with device,,SenPlayer - Multi Media Player,4.69973,746.0,0.0,军 王,85.71428571428571,both
Amazon Prime Video,ENTERTAINMENT,Entertainment,4.2,411683,50000000.0,24576.0,Free,0.0,Teen,2018-08-02,3.0.231.18141,4.1,Amazon Prime Video,4.77001,2999398.0,0.0,AMZN Mobile LLC,100.0,both
Adult Glitter Color by Number Book - Sandbox Pages,ENTERTAINMENT,Entertainment,4.3,8918,1000000.0,,Free,0.0,Everyone,2018-07-21,1.7,4.4,Glitter Color By Number Pages,4.51851,54.0,0.0,Bilal Mirza,100.0,both
IMDb Movies & TV,ENTERTAINMENT,Entertainment,4.2,501498,100000000.0,12288.0,Free,0.0,Teen,2018-07-26,Varies with device,,IMDb: Movies & TV Shows,4.79248,540838.0,0.0,IMDb,100.0,both
Twitch: Livestream Multiplayer Games & Esports,ENTERTAINMENT,Entertainment,4.6,2133296,50000000.0,,Free,0.0,Teen,2018-07-31,Varies with device,,,,,,,64.70588235294117,google-only
Ziggo GO,ENTERTAINMENT,Entertainment,4.1,29690,1000000.0,79872.0,Free,0.0,Teen,2018-08-03,2.3.34 Prod,4.3,Ziggo Sport Totaal,4.23671,207.0,0.0,Liberty Global Content Netherlands B.V.,76.92307692307692,both
YouTube Gaming,ENTERTAINMENT,Entertainment,4.2,130549,5000000.0,,Free,0.0,Teen,2018-06-27,2.08.78.2,4.1,YouTube,4.68051,43810410.0,0.0,Google,100.0,both
